LA,14301,HH,M,2000-01-01T07:00:00+07:00,1.46,m     , O
LA,14301,HH,M,2003-02-05T07:00:00+07:00,1.15,m     , O
LA,14301,HH,M,2003-02-06T07:00:00+07:00,1.13,m     , O
LA,14301,HH,M,2003-02-07T07:00:00+07:00,1.12,m     , O
LA,14301,HH,M,2003-02-08T07:00:00+07:00,1.11,m     , O
LA,14301,HH,M,2003-02-09T07:00:00+07:00,1.1,m     , O
LA,14301,HH,M,2003-02-10T07:00:00+07:00,1.1,m     , O
LA,14301,HH,M,2003-02-11T07:00:00+07:00,1.1,m     , O
LA,14301,HH,M,2003-02-12T07:00:00+07:00,1.1,m     , O
LA,14301,HH,M,2003-02-13T07:00:00+07:00,0.975,m     , E
LA,14301,HH,M,2003-02-14T07:00:00+07:00,0.96,m     , O
LA,14301,HH,M,2003-02-15T07:00:00+07:00,0.96,m     , O
LA,14301,HH,M,2003-02-16T07:00:00+07:00,0.95,m     , O
LA,14301,HH,M,2003-02-17T07:00:00+07:00,0.96,m     , O
LA,14301,HH,M,2003-02-18T07:00:00+07:00,0.97,m     , O
LA,14301,HH,M,2003-02-19T07:00:00+07:00,0.98,m     , O
LA,14301,HH,M,2003-02-20T07:00:00+07:00,1.03,m     , O
LA,14301,HH,M,2003-02-21T07:00:00+07:00,1.08,m     , O
LA,14301,HH,M,2003-02-22T07:00:00+07:00,1.11,m     , O
LA,14301,HH,M,2003-02-23T07:00:00+07:00,1.12,m     , O
LA,14301,HH,M,2003-02-24T07:00:00+07:00,1.13,m     , O
LA,14301,HH,M,2003-02-25T07:00:00+07:00,1.12,m     , O
LA,14301,HH,M,2003-02-26T07:00:00+07:00,1.08,m     , O
LA,14301,HH,M,2003-02-27T07:00:00+07:00,1.11,m     , O
LA,14301,HH,M,2003-02-28T07:00:00+07:00,1.15,m     , O
LA,14301,HH,M,2003-03-01T07:00:00+07:00,1.12,m     , O
LA,14301,HH,M,2003-03-02T07:00:00+07:00,1.07,m     , O
LA,14301,HH,M,2003-03-03T07:00:00+07:00,1.06,m     , O
LA,14301,HH,M,2003-03-04T07:00:00+07:00,1.04,m     , O
LA,14301,HH,M,2003-03-05T07:00:00+07:00,1.03,m     , O
LA,14301,HH,M,2003-03-06T07:00:00+07:00,1.02,m     , O
LA,14301,HH,M,2003-03-07T07:00:00+07:00,1.03,m     , O
LA,14301,HH,M,2003-03-08T07:00:00+07:00,1.04,m     , O
LA,14301,HH,M,2003-03-09T07:00:00+07:00,1.03,m     , O
LA,14301,HH,M,2003-03-10T07:00:00+07:00,1,m     , O
LA,14301,HH,M,2003-03-11T07:00:00+07:00,0.96,m     , O
LA,14301,HH,M,2003-03-12T07:00:00+07:00,0.95,m     , O
LA,14301,HH,M,2003-03-13T07:00:00+07:00,0.94,m     , O
LA,14301,HH,M,2003-03-14T07:00:00+07:00,0.92,m     , O
LA,14301,HH,M,2003-03-15T07:00:00+07:00,0.91,m     , O
LA,14301,HH,M,2003-03-16T07:00:00+07:00,0.9,m     , O
LA,14301,HH,M,2003-03-17T07:00:00+07:00,0.9,m     , O
LA,14301,HH,M,2003-03-18T07:00:00+07:00,0.9,m     , O
LA,14301,HH,M,2003-03-19T07:00:00+07:00,0.9,m     , O
LA,14301,HH,M,2003-03-20T07:00:00+07:00,0.91,m     , O
LA,14301,HH,M,2003-03-21T07:00:00+07:00,0.92,m     , O
LA,14301,HH,M,2003-03-22T07:00:00+07:00,0.94,m     , O
LA,14301,HH,M,2003-03-23T07:00:00+07:00,0.94,m     , O
LA,14301,HH,M,2003-03-24T07:00:00+07:00,0.94,m     , O
LA,14301,HH,M,2003-03-25T07:00:00+07:00,0.95,m     , O
LA,14301,HH,M,2003-03-26T07:00:00+07:00,0.94,m     , O
LA,14301,HH,M,2003-03-27T07:00:00+07:00,0.94,m     , O
LA,14301,HH,M,2003-03-28T07:00:00+07:00,0.96,m     , O
LA,14301,HH,M,2003-03-29T07:00:00+07:00,0.96,m     , O
LA,14301,HH,M,2003-03-30T07:00:00+07:00,0.98,m     , O
LA,14301,HH,M,2003-03-31T07:00:00+07:00,0.98,m     , O
LA,14301,HH,M,2003-04-01T07:00:00+07:00,0.95,m     , O
LA,14301,HH,M,2003-04-02T07:00:00+07:00,0.94,m     , O
LA,14301,HH,M,2003-04-03T07:00:00+07:00,0.96,m     , O
LA,14301,HH,M,2003-04-04T07:00:00+07:00,0.96,m     , O
LA,14301,HH,M,2003-04-05T07:00:00+07:00,0.98,m     , O
LA,14301,HH,M,2003-04-06T07:00:00+07:00,0.98,m     , O
LA,14301,HH,M,2003-04-07T07:00:00+07:00,0.97,m     , O
LA,14301,HH,M,2003-04-08T07:00:00+07:00,0.99,m     , O
LA,14301,HH,M,2003-04-09T07:00:00+07:00,1.01,m     , O
LA,14301,HH,M,2003-04-10T07:00:00+07:00,1.02,m     , O
LA,14301,HH,M,2003-04-11T07:00:00+07:00,1.02,m     , O
LA,14301,HH,M,2003-04-12T07:00:00+07:00,1.02,m     , O
LA,14301,HH,M,2003-04-13T07:00:00+07:00,1,m     , O
LA,14301,HH,M,2003-04-14T07:00:00+07:00,0.99,m     , O
LA,14301,HH,M,2003-04-15T07:00:00+07:00,0.96,m     , O
LA,14301,HH,M,2003-04-16T07:00:00+07:00,0.94,m     , O
LA,14301,HH,M,2003-04-17T07:00:00+07:00,0.96,m     , O
LA,14301,HH,M,2003-04-18T07:00:00+07:00,0.98,m     , O
LA,14301,HH,M,2003-04-19T07:00:00+07:00,0.98,m     , O
LA,14301,HH,M,2003-04-20T07:00:00+07:00,0.98,m     , O
LA,14301,HH,M,2003-04-21T07:00:00+07:00,0.98,m     , O
LA,14301,HH,M,2003-04-22T07:00:00+07:00,0.96,m     , O
LA,14301,HH,M,2003-04-23T07:00:00+07:00,0.94,m     , O
LA,14301,HH,M,2003-04-24T07:00:00+07:00,0.94,m     , O
LA,14301,HH,M,2003-04-25T07:00:00+07:00,0.94,m     , O
LA,14301,HH,M,2003-04-26T07:00:00+07:00,0.92,m     , O
LA,14301,HH,M,2003-04-27T07:00:00+07:00,0.92,m     , O
LA,14301,HH,M,2003-04-28T07:00:00+07:00,0.92,m     , O
LA,14301,HH,M,2003-04-29T07:00:00+07:00,0.94,m     , O
LA,14301,HH,M,2003-04-30T07:00:00+07:00,0.94,m     , O
LA,14301,HH,M,2003-05-01T07:00:00+07:00,0.95,m     , O
LA,14301,HH,M,2003-05-02T07:00:00+07:00,0.96,m     , O
LA,14301,HH,M,2003-05-03T07:00:00+07:00,0.98,m     , O
LA,14301,HH,M,2003-05-04T07:00:00+07:00,0.98,m     , O
LA,14301,HH,M,2003-05-05T07:00:00+07:00,0.96,m     , O
LA,14301,HH,M,2003-05-06T07:00:00+07:00,0.94,m     , O
LA,14301,HH,M,2003-05-07T07:00:00+07:00,0.94,m     , O
LA,14301,HH,M,2003-05-08T07:00:00+07:00,0.96,m     , O
LA,14301,HH,M,2003-05-09T07:00:00+07:00,0.84,m     , O
LA,14301,HH,M,2003-05-10T07:00:00+07:00,0.84,m     , O
LA,14301,HH,M,2003-05-11T07:00:00+07:00,0.82,m     , O
LA,14301,HH,M,2003-05-12T07:00:00+07:00,0.82,m     , O
LA,14301,HH,M,2003-05-13T07:00:00+07:00,0.8,m     , O
LA,14301,HH,M,2003-05-14T07:00:00+07:00,0.8,m     , O
LA,14301,HH,M,2003-05-15T07:00:00+07:00,0.76,m     , O
LA,14301,HH,M,2003-05-16T07:00:00+07:00,0.8,m     , O
LA,14301,HH,M,2003-05-17T07:00:00+07:00,0.82,m     , O
LA,14301,HH,M,2003-05-18T07:00:00+07:00,0.82,m     , O
LA,14301,HH,M,2003-05-19T07:00:00+07:00,0.85,m     , O
LA,14301,HH,M,2003-05-20T07:00:00+07:00,0.91,m     , O
LA,14301,HH,M,2003-05-21T07:00:00+07:00,0.95,m     , O
LA,14301,HH,M,2003-05-22T07:00:00+07:00,0.98,m     , O
LA,14301,HH,M,2003-05-23T07:00:00+07:00,1.05,m     , O
LA,14301,HH,M,2003-05-24T07:00:00+07:00,1.13,m     , O
LA,14301,HH,M,2003-05-25T07:00:00+07:00,1.19,m     , O
LA,14301,HH,M,2003-05-26T07:00:00+07:00,1.18,m     , O
LA,14301,HH,M,2003-05-27T07:00:00+07:00,1.29,m     , O
LA,14301,HH,M,2003-05-28T07:00:00+07:00,1.42,m     , O
LA,14301,HH,M,2003-05-29T07:00:00+07:00,1.64,m     , O
LA,14301,HH,M,2003-05-30T07:00:00+07:00,1.67,m     , O
LA,14301,HH,M,2003-05-31T07:00:00+07:00,1.57,m     , O
LA,14301,HH,M,2003-06-01T07:00:00+07:00,1.56,m     , O
LA,14301,HH,M,2003-06-02T07:00:00+07:00,1.79,m     , O
LA,14301,HH,M,2003-06-03T07:00:00+07:00,2.06,m     , O
LA,14301,HH,M,2003-06-04T07:00:00+07:00,2.15,m     , O
LA,14301,HH,M,2003-06-05T07:00:00+07:00,2.27,m     , O
LA,14301,HH,M,2003-06-06T07:00:00+07:00,2.31,m     , O
LA,14301,HH,M,2003-06-07T07:00:00+07:00,2.37,m     , O
LA,14301,HH,M,2003-06-08T07:00:00+07:00,2.4,m     , O
LA,14301,HH,M,2003-06-09T07:00:00+07:00,2.38,m     , O
LA,14301,HH,M,2003-06-10T07:00:00+07:00,2.4,m     , O
LA,14301,HH,M,2003-06-11T07:00:00+07:00,2.28,m     , O
LA,14301,HH,M,2003-06-12T07:00:00+07:00,2.19,m     , O
LA,14301,HH,M,2003-06-13T07:00:00+07:00,2.18,m     , O
LA,14301,HH,M,2003-06-14T07:00:00+07:00,2.14,m     , O
LA,14301,HH,M,2003-06-15T07:00:00+07:00,1.97,m     , O
LA,14301,HH,M,2003-06-16T07:00:00+07:00,1.9,m     , O
LA,14301,HH,M,2003-06-17T07:00:00+07:00,1.92,m     , O
LA,14301,HH,M,2003-06-18T07:00:00+07:00,1.96,m     , O
LA,14301,HH,M,2003-06-19T07:00:00+07:00,2.04,m     , O
LA,14301,HH,M,2003-06-20T07:00:00+07:00,2.48,m     , O
LA,14301,HH,M,2003-06-21T07:00:00+07:00,2.57,m     , O
LA,14301,HH,M,2003-06-22T07:00:00+07:00,2.71,m     , O
LA,14301,HH,M,2003-06-23T07:00:00+07:00,2.86,m     , O
LA,14301,HH,M,2003-06-24T07:00:00+07:00,2.96,m     , O
LA,14301,HH,M,2003-06-25T07:00:00+07:00,3.1,m     , O
LA,14301,HH,M,2003-06-26T07:00:00+07:00,3.36,m     , O
LA,14301,HH,M,2003-06-27T07:00:00+07:00,3.56,m     , O
LA,14301,HH,M,2003-06-28T07:00:00+07:00,3.57,m     , O
LA,14301,HH,M,2003-06-29T07:00:00+07:00,3.51,m     , O
LA,14301,HH,M,2003-06-30T07:00:00+07:00,3.42,m     , O
LA,14301,HH,M,2003-07-01T07:00:00+07:00,3.21,m     , O
LA,14301,HH,M,2003-07-02T07:00:00+07:00,3.22,m     , O
LA,14301,HH,M,2003-07-03T07:00:00+07:00,3.42,m     , O
LA,14301,HH,M,2003-07-04T07:00:00+07:00,3.54,m     , O
LA,14301,HH,M,2003-07-05T07:00:00+07:00,3.48,m     , O
LA,14301,HH,M,2003-07-06T07:00:00+07:00,3.4,m     , O
LA,14301,HH,M,2003-07-07T07:00:00+07:00,3.4,m     , O
LA,14301,HH,M,2003-07-08T07:00:00+07:00,3.42,m     , O
LA,14301,HH,M,2003-07-09T07:00:00+07:00,3.33,m     , O
LA,14301,HH,M,2003-07-10T07:00:00+07:00,3.34,m     , O
LA,14301,HH,M,2003-07-11T07:00:00+07:00,3.29,m     , O
LA,14301,HH,M,2003-07-12T07:00:00+07:00,3.38,m     , O
LA,14301,HH,M,2003-07-13T07:00:00+07:00,3.51,m     , O
LA,14301,HH,M,2003-07-14T07:00:00+07:00,3.61,m     , O
LA,14301,HH,M,2003-07-15T07:00:00+07:00,3.75,m     , O
LA,14301,HH,M,2003-07-16T07:00:00+07:00,3.71,m     , O
LA,14301,HH,M,2003-07-17T07:00:00+07:00,3.62,m     , O
LA,14301,HH,M,2003-07-18T07:00:00+07:00,3.52,m     , O
LA,14301,HH,M,2003-07-19T07:00:00+07:00,3.46,m     , O
LA,14301,HH,M,2003-07-20T07:00:00+07:00,3.39,m     , O
LA,14301,HH,M,2003-07-21T07:00:00+07:00,3.35,m     , O
LA,14301,HH,M,2003-07-22T07:00:00+07:00,3.34,m     , O
LA,14301,HH,M,2003-07-23T07:00:00+07:00,3.47,m     , O
LA,14301,HH,M,2003-07-24T07:00:00+07:00,3.74,m     , O
LA,14301,HH,M,2003-07-25T07:00:00+07:00,4.21,m     , O
LA,14301,HH,M,2003-07-26T07:00:00+07:00,4.85,m     , O
LA,14301,HH,M,2003-07-27T07:00:00+07:00,5.12,m     , O
LA,14301,HH,M,2003-07-28T07:00:00+07:00,5.11,m     , O
LA,14301,HH,M,2003-07-29T07:00:00+07:00,5.12,m     , O
LA,14301,HH,M,2003-07-30T07:00:00+07:00,4.95,m     , O
LA,14301,HH,M,2003-07-31T07:00:00+07:00,4.78,m     , O
LA,14301,HH,M,2003-08-01T07:00:00+07:00,4.64,m     , O
LA,14301,HH,M,2003-08-02T07:00:00+07:00,4.56,m     , O
LA,14301,HH,M,2003-08-03T07:00:00+07:00,4.55,m     , O
LA,14301,HH,M,2003-08-04T07:00:00+07:00,4.67,m     , O
LA,14301,HH,M,2003-08-05T07:00:00+07:00,4.65,m     , O
LA,14301,HH,M,2003-08-06T07:00:00+07:00,4.6,m     , O
LA,14301,HH,M,2003-08-07T07:00:00+07:00,4.6,m     , O
LA,14301,HH,M,2003-08-08T07:00:00+07:00,4.74,m     , O
LA,14301,HH,M,2003-08-09T07:00:00+07:00,4.65,m     , O
LA,14301,HH,M,2003-08-10T07:00:00+07:00,4.63,m     , O
LA,14301,HH,M,2003-08-11T07:00:00+07:00,4.74,m     , O
LA,14301,HH,M,2003-08-12T07:00:00+07:00,5.31,m     , O
LA,14301,HH,M,2003-08-13T07:00:00+07:00,5.47,m     , O
LA,14301,HH,M,2003-08-14T07:00:00+07:00,5.41,m     , O
LA,14301,HH,M,2003-08-15T07:00:00+07:00,5.4,m     , O
LA,14301,HH,M,2003-08-16T07:00:00+07:00,5.31,m     , O
LA,14301,HH,M,2003-08-17T07:00:00+07:00,5.24,m     , O
LA,14301,HH,M,2003-08-18T07:00:00+07:00,5.29,m     , O
LA,14301,HH,M,2003-08-19T07:00:00+07:00,5.39,m     , O
LA,14301,HH,M,2003-08-20T07:00:00+07:00,5.41,m     , O
LA,14301,HH,M,2003-08-21T07:00:00+07:00,5.46,m     , O
LA,14301,HH,M,2003-08-22T07:00:00+07:00,5.95,m     , O
LA,14301,HH,M,2003-08-23T07:00:00+07:00,6.19,m     , O
LA,14301,HH,M,2003-08-24T07:00:00+07:00,6.75,m     , O
LA,14301,HH,M,2003-08-25T07:00:00+07:00,7.5,m     , O
LA,14301,HH,M,2003-08-26T07:00:00+07:00,7.58,m     , O
LA,14301,HH,M,2003-08-27T07:00:00+07:00,7.28,m     , O
LA,14301,HH,M,2003-08-28T07:00:00+07:00,6.87,m     , O
LA,14301,HH,M,2003-08-29T07:00:00+07:00,6.45,m     , O
LA,14301,HH,M,2003-08-30T07:00:00+07:00,6.33,m     , O
LA,14301,HH,M,2003-08-31T07:00:00+07:00,6.19,m     , O
LA,14301,HH,M,2003-09-01T07:00:00+07:00,5.94,m     , O
LA,14301,HH,M,2003-09-02T07:00:00+07:00,5.85,m     , O
LA,14301,HH,M,2003-09-03T07:00:00+07:00,5.97,m     , O
LA,14301,HH,M,2003-09-04T07:00:00+07:00,6.2,m     , O
LA,14301,HH,M,2003-09-05T07:00:00+07:00,6.6,m     , O
LA,14301,HH,M,2003-09-06T07:00:00+07:00,6.71,m     , O
LA,14301,HH,M,2003-09-07T07:00:00+07:00,6.87,m     , O
LA,14301,HH,M,2003-09-08T07:00:00+07:00,7.42,m     , O
LA,14301,HH,M,2003-09-09T07:00:00+07:00,7.54,m     , O
LA,14301,HH,M,2003-09-10T07:00:00+07:00,7.44,m     , O
LA,14301,HH,M,2003-09-11T07:00:00+07:00,7.25,m     , O
LA,14301,HH,M,2003-09-12T07:00:00+07:00,7.45,m     , O
LA,14301,HH,M,2003-09-13T07:00:00+07:00,7.77,m     , O
LA,14301,HH,M,2003-09-14T07:00:00+07:00,7.92,m     , O
LA,14301,HH,M,2003-09-15T07:00:00+07:00,8.01,m     , O
LA,14301,HH,M,2003-09-16T07:00:00+07:00,8.01,m     , O
LA,14301,HH,M,2003-09-17T07:00:00+07:00,7.96,m     , O
LA,14301,HH,M,2003-09-18T07:00:00+07:00,7.9,m     , O
LA,14301,HH,M,2003-09-19T07:00:00+07:00,7.83,m     , O
LA,14301,HH,M,2003-09-20T07:00:00+07:00,7.74,m     , O
LA,14301,HH,M,2003-09-21T07:00:00+07:00,7.39,m     , O
LA,14301,HH,M,2003-09-22T07:00:00+07:00,7.07,m     , O
LA,14301,HH,M,2003-09-23T07:00:00+07:00,6.92,m     , O
LA,14301,HH,M,2003-09-24T07:00:00+07:00,6.7,m     , O
LA,14301,HH,M,2003-09-25T07:00:00+07:00,6.45,m     , O
LA,14301,HH,M,2003-09-26T07:00:00+07:00,6.17,m     , O
LA,14301,HH,M,2003-09-27T07:00:00+07:00,5.93,m     , O
LA,14301,HH,M,2003-09-28T07:00:00+07:00,5.68,m     , O
LA,14301,HH,M,2003-09-29T07:00:00+07:00,5.57,m     , O
LA,14301,HH,M,2003-09-30T07:00:00+07:00,5.51,m     , O
LA,14301,HH,M,2003-10-01T07:00:00+07:00,5.4,m     , O
LA,14301,HH,M,2003-10-02T07:00:00+07:00,5.3,m     , O
LA,14301,HH,M,2003-10-03T07:00:00+07:00,5.11,m     , O
LA,14301,HH,M,2003-10-04T07:00:00+07:00,5.02,m     , O
LA,14301,HH,M,2003-10-05T07:00:00+07:00,4.9,m     , O
LA,14301,HH,M,2003-10-06T07:00:00+07:00,4.79,m     , O
LA,14301,HH,M,2003-10-07T07:00:00+07:00,4.66,m     , O
LA,14301,HH,M,2003-10-08T07:00:00+07:00,4.5,m     , O
LA,14301,HH,M,2003-10-09T07:00:00+07:00,4.37,m     , O
LA,14301,HH,M,2003-10-10T07:00:00+07:00,4.29,m     , O
LA,14301,HH,M,2003-10-11T07:00:00+07:00,4.34,m     , O
LA,14301,HH,M,2003-10-12T07:00:00+07:00,4.13,m     , O
LA,14301,HH,M,2003-10-13T07:00:00+07:00,4.02,m     , O
LA,14301,HH,M,2003-10-14T07:00:00+07:00,3.96,m     , O
LA,14301,HH,M,2003-10-15T07:00:00+07:00,3.83,m     , O
LA,14301,HH,M,2003-10-16T07:00:00+07:00,3.62,m     , O
LA,14301,HH,M,2003-10-17T07:00:00+07:00,3.5,m     , O
LA,14301,HH,M,2003-10-18T07:00:00+07:00,3.42,m     , O
LA,14301,HH,M,2003-10-19T07:00:00+07:00,3.35,m     , O
LA,14301,HH,M,2003-10-20T07:00:00+07:00,3.27,m     , O
LA,14301,HH,M,2003-10-21T07:00:00+07:00,3.23,m     , O
LA,14301,HH,M,2003-10-22T07:00:00+07:00,3.13,m     , O
LA,14301,HH,M,2003-10-23T07:00:00+07:00,2.99,m     , O
LA,14301,HH,M,2003-10-24T07:00:00+07:00,2.92,m     , O
LA,14301,HH,M,2003-10-25T07:00:00+07:00,2.87,m     , O
LA,14301,HH,M,2003-10-26T07:00:00+07:00,2.81,m     , O
LA,14301,HH,M,2003-10-27T07:00:00+07:00,2.78,m     , O
LA,14301,HH,M,2003-10-28T07:00:00+07:00,2.7,m     , O
LA,14301,HH,M,2003-10-29T07:00:00+07:00,2.58,m     , O
LA,14301,HH,M,2003-10-30T07:00:00+07:00,2.46,m     , O
LA,14301,HH,M,2003-10-31T07:00:00+07:00,2.43,m     , O
LA,14301,HH,M,2003-11-01T07:00:00+07:00,2.33,m     , O
LA,14301,HH,M,2003-11-02T07:00:00+07:00,2.13,m     , O
LA,14301,HH,M,2003-11-03T07:00:00+07:00,2.18,m     , O
LA,14301,HH,M,2003-11-04T07:00:00+07:00,2.18,m     , O
LA,14301,HH,M,2003-11-05T07:00:00+07:00,2.16,m     , O
LA,14301,HH,M,2003-11-06T07:00:00+07:00,2.09,m     , O
LA,14301,HH,M,2003-11-07T07:00:00+07:00,2.04,m     , O
LA,14301,HH,M,2003-11-08T07:00:00+07:00,1.99,m     , O
LA,14301,HH,M,2003-11-09T07:00:00+07:00,1.95,m     , O
LA,14301,HH,M,2003-11-10T07:00:00+07:00,1.87,m     , O
LA,14301,HH,M,2003-11-11T07:00:00+07:00,1.84,m     , O
LA,14301,HH,M,2003-11-12T07:00:00+07:00,1.79,m     , O
LA,14301,HH,M,2003-11-13T07:00:00+07:00,1.77,m     , O
LA,14301,HH,M,2003-11-14T07:00:00+07:00,1.76,m     , O
LA,14301,HH,M,2003-11-15T07:00:00+07:00,1.89,m     , O
LA,14301,HH,M,2003-11-16T07:00:00+07:00,1.93,m     , O
LA,14301,HH,M,2003-11-17T07:00:00+07:00,1.94,m     , O
LA,14301,HH,M,2003-11-18T07:00:00+07:00,1.81,m     , O
LA,14301,HH,M,2003-11-19T07:00:00+07:00,1.72,m     , O
LA,14301,HH,M,2003-11-20T07:00:00+07:00,1.69,m     , O
LA,14301,HH,M,2003-11-21T07:00:00+07:00,1.63,m     , O
LA,14301,HH,M,2003-11-22T07:00:00+07:00,1.59,m     , O
LA,14301,HH,M,2003-11-23T07:00:00+07:00,1.55,m     , O
LA,14301,HH,M,2003-11-24T07:00:00+07:00,1.49,m     , O
LA,14301,HH,M,2003-11-25T07:00:00+07:00,1.49,m     , O
LA,14301,HH,M,2003-11-26T07:00:00+07:00,1.48,m     , O
LA,14301,HH,M,2003-11-27T07:00:00+07:00,1.45,m     , O
LA,14301,HH,M,2003-11-28T07:00:00+07:00,1.4,m     , O
LA,14301,HH,M,2003-11-29T07:00:00+07:00,1.32,m     , O
LA,14301,HH,M,2003-11-30T07:00:00+07:00,1.3,m     , O
LA,14301,HH,M,2003-12-01T07:00:00+07:00,1.37,m     , O
LA,14301,HH,M,2003-12-02T07:00:00+07:00,1.38,m     , O
LA,14301,HH,M,2003-12-03T07:00:00+07:00,1.34,m     , O
LA,14301,HH,M,2003-12-04T07:00:00+07:00,1.34,m     , O
LA,14301,HH,M,2003-12-05T07:00:00+07:00,1.33,m     , O
LA,14301,HH,M,2003-12-06T07:00:00+07:00,1.29,m     , O
LA,14301,HH,M,2003-12-07T07:00:00+07:00,1.25,m     , O
LA,14301,HH,M,2003-12-08T07:00:00+07:00,1.21,m     , O
LA,14301,HH,M,2003-12-09T07:00:00+07:00,1.23,m     , O
LA,14301,HH,M,2003-12-10T07:00:00+07:00,1.21,m     , O
LA,14301,HH,M,2003-12-11T07:00:00+07:00,1.17,m     , O
LA,14301,HH,M,2003-12-12T07:00:00+07:00,1.14,m     , O
LA,14301,HH,M,2003-12-13T07:00:00+07:00,1.09,m     , O
LA,14301,HH,M,2003-12-14T07:00:00+07:00,1.04,m     , O
LA,14301,HH,M,2003-12-15T07:00:00+07:00,1.01,m     , O
LA,14301,HH,M,2003-12-16T07:00:00+07:00,1,m     , O
LA,14301,HH,M,2003-12-17T07:00:00+07:00,1,m     , O
LA,14301,HH,M,2003-12-18T07:00:00+07:00,1,m     , O
LA,14301,HH,M,2003-12-19T07:00:00+07:00,1,m     , O
LA,14301,HH,M,2003-12-20T07:00:00+07:00,0.98,m     , O
LA,14301,HH,M,2003-12-21T07:00:00+07:00,0.97,m     , O
LA,14301,HH,M,2003-12-22T07:00:00+07:00,0.97,m     , O
LA,14301,HH,M,2003-12-23T07:00:00+07:00,0.92,m     , O
LA,14301,HH,M,2003-12-24T07:00:00+07:00,0.9,m     , O
LA,14301,HH,M,2003-12-25T07:00:00+07:00,0.9,m     , O
LA,14301,HH,M,2003-12-26T07:00:00+07:00,0.9,m     , O
LA,14301,HH,M,2003-12-27T07:00:00+07:00,0.9,m     , O
LA,14301,HH,M,2003-12-28T07:00:00+07:00,0.88,m     , O
LA,14301,HH,M,2003-12-29T07:00:00+07:00,0.88,m     , O
LA,14301,HH,M,2003-12-30T07:00:00+07:00,0.88,m     , O
LA,14301,HH,M,2003-12-31T07:00:00+07:00,0.88,m     , O
LA,14301,HH,M,2004-01-01T07:00:00+07:00,0.88,m     , O
LA,14301,HH,M,2004-01-02T07:00:00+07:00,0.88,m     , O
LA,14301,HH,M,2004-01-03T07:00:00+07:00,0.88,m     , O
LA,14301,HH,M,2004-01-04T07:00:00+07:00,0.87,m     , O
LA,14301,HH,M,2004-01-05T07:00:00+07:00,0.88,m     , O
LA,14301,HH,M,2004-01-06T07:00:00+07:00,0.88,m     , O
LA,14301,HH,M,2004-01-07T07:00:00+07:00,0.86,m     , O
LA,14301,HH,M,2004-01-08T07:00:00+07:00,0.85,m     , O
LA,14301,HH,M,2004-01-09T07:00:00+07:00,0.85,m     , O
LA,14301,HH,M,2004-01-10T07:00:00+07:00,0.85,m     , O
LA,14301,HH,M,2004-01-11T07:00:00+07:00,0.86,m     , O
LA,14301,HH,M,2004-01-12T07:00:00+07:00,0.88,m     , O
LA,14301,HH,M,2004-01-13T07:00:00+07:00,0.87,m     , O
LA,14301,HH,M,2004-01-14T07:00:00+07:00,0.85,m     , O
LA,14301,HH,M,2004-01-15T07:00:00+07:00,0.82,m     , O
LA,14301,HH,M,2004-01-16T07:00:00+07:00,0.81,m     , O
LA,14301,HH,M,2004-01-17T07:00:00+07:00,0.8,m     , O
LA,14301,HH,M,2004-01-18T07:00:00+07:00,0.79,m     , O
LA,14301,HH,M,2004-01-19T07:00:00+07:00,0.8,m     , O
LA,14301,HH,M,2004-01-20T07:00:00+07:00,0.8,m     , O
LA,14301,HH,M,2004-01-21T07:00:00+07:00,0.8,m     , O
LA,14301,HH,M,2004-01-22T07:00:00+07:00,0.79,m     , O
LA,14301,HH,M,2004-01-23T07:00:00+07:00,0.78,m     , O
LA,14301,HH,M,2004-01-24T07:00:00+07:00,0.78,m     , O
LA,14301,HH,M,2004-01-25T07:00:00+07:00,0.78,m     , O
LA,14301,HH,M,2004-01-26T07:00:00+07:00,0.78,m     , O
LA,14301,HH,M,2004-01-27T07:00:00+07:00,0.74,m     , O
LA,14301,HH,M,2004-01-28T07:00:00+07:00,0.74,m     , O
LA,14301,HH,M,2004-01-29T07:00:00+07:00,0.74,m     , O
LA,14301,HH,M,2004-01-30T07:00:00+07:00,0.72,m     , O
LA,14301,HH,M,2004-01-31T07:00:00+07:00,0.69,m     , O
LA,14301,HH,M,2004-02-01T07:00:00+07:00,0.68,m     , O
LA,14301,HH,M,2004-02-02T07:00:00+07:00,0.65,m     , O
LA,14301,HH,M,2004-02-03T07:00:00+07:00,0.68,m     , O
LA,14301,HH,M,2004-02-04T07:00:00+07:00,0.66,m     , O
LA,14301,HH,M,2004-02-05T07:00:00+07:00,0.65,m     , O
LA,14301,HH,M,2004-02-06T07:00:00+07:00,0.66,m     , O
LA,14301,HH,M,2004-02-07T07:00:00+07:00,0.67,m     , O
LA,14301,HH,M,2004-02-08T07:00:00+07:00,0.7,m     , O
LA,14301,HH,M,2004-02-09T07:00:00+07:00,0.7,m     , O
LA,14301,HH,M,2004-02-10T07:00:00+07:00,0.71,m     , O
LA,14301,HH,M,2004-02-11T07:00:00+07:00,0.73,m     , O
LA,14301,HH,M,2004-02-12T07:00:00+07:00,0.77,m     , O
LA,14301,HH,M,2004-02-13T07:00:00+07:00,0.8,m     , O
LA,14301,HH,M,2004-02-14T07:00:00+07:00,0.83,m     , O
LA,14301,HH,M,2004-02-15T07:00:00+07:00,0.85,m     , O
LA,14301,HH,M,2004-02-16T07:00:00+07:00,0.84,m     , O
