LA,150609,HH,M,2009-01-01T07:00:00+07:00,2.94,m     , E
LA,150609,HH,M,2012-02-06T07:00:00+07:00,2.14,m     , E
LA,150609,HH,M,2012-02-07T07:00:00+07:00,2.11,m     , O
LA,150609,HH,M,2012-02-08T07:00:00+07:00,2.09,m     , O
LA,150609,HH,M,2012-02-09T07:00:00+07:00,2.08,m     , O
LA,150609,HH,M,2012-02-10T07:00:00+07:00,2.09,m     , O
LA,150609,HH,M,2012-02-11T07:00:00+07:00,2.12,m     , O
LA,150609,HH,M,2012-02-12T07:00:00+07:00,2.11,m     , O
LA,150609,HH,M,2012-02-13T07:00:00+07:00,2.13,m     , O
LA,150609,HH,M,2012-02-14T07:00:00+07:00,2.17,m     , O
LA,150609,HH,M,2012-02-15T07:00:00+07:00,2.155,m     , E
LA,150609,HH,M,2012-02-16T07:00:00+07:00,2.13,m     , O
LA,150609,HH,M,2012-02-17T07:00:00+07:00,2.11,m     , O
LA,150609,HH,M,2012-02-18T07:00:00+07:00,2.1,m     , O
LA,150609,HH,M,2012-02-19T07:00:00+07:00,2.08,m     , O
LA,150609,HH,M,2012-02-20T07:00:00+07:00,2.07,m     , O
LA,150609,HH,M,2012-02-21T07:00:00+07:00,2.06,m     , O
LA,150609,HH,M,2012-02-22T07:00:00+07:00,2.05,m     , O
LA,150609,HH,M,2012-02-23T07:00:00+07:00,2.04,m     , O
LA,150609,HH,M,2012-02-24T07:00:00+07:00,2.02,m     , O
LA,150609,HH,M,2012-02-25T07:00:00+07:00,2.06,m     , O
LA,150609,HH,M,2012-02-26T07:00:00+07:00,2.055,m     , E
LA,150609,HH,M,2012-02-27T07:00:00+07:00,2.04,m     , O
LA,150609,HH,M,2012-02-28T07:00:00+07:00,1.97,m     , O
LA,150609,HH,M,2012-02-29T07:00:00+07:00,2,m     , O
LA,150609,HH,M,2012-03-01T07:00:00+07:00,1.68,m     , E
LA,150609,HH,M,2012-03-02T07:00:00+07:00,1.59,m     , E
LA,150609,HH,M,2012-03-03T07:00:00+07:00,1.535,m     , E
LA,150609,HH,M,2012-03-04T07:00:00+07:00,1.5025,m     , E
LA,150609,HH,M,2012-03-05T07:00:00+07:00,1.48125,m     , E
LA,150609,HH,M,2012-03-06T07:00:00+07:00,1.460625,m     , E
LA,150609,HH,M,2012-03-07T07:00:00+07:00,1.445312,m     , E
LA,150609,HH,M,2012-03-08T07:00:00+07:00,1.46,m     , O
LA,150609,HH,M,2012-03-09T07:00:00+07:00,1.49,m     , O
LA,150609,HH,M,2012-03-10T07:00:00+07:00,1.51,m     , O
LA,150609,HH,M,2012-03-11T07:00:00+07:00,1.495,m     , E
LA,150609,HH,M,2012-03-12T07:00:00+07:00,1.47,m     , O
LA,150609,HH,M,2012-03-13T07:00:00+07:00,1.46,m     , O
LA,150609,HH,M,2012-03-14T07:00:00+07:00,1.455,m     , E
LA,150609,HH,M,2012-03-15T07:00:00+07:00,1.4525,m     , E
LA,150609,HH,M,2012-03-16T07:00:00+07:00,1.44,m     , O
LA,150609,HH,M,2012-03-17T07:00:00+07:00,1.51,m     , O
LA,150609,HH,M,2012-03-18T07:00:00+07:00,1.51,m     , O
LA,150609,HH,M,2012-03-19T07:00:00+07:00,1.52,m     , O
LA,150609,HH,M,2012-03-20T07:00:00+07:00,1.53,m     , O
LA,150609,HH,M,2012-03-21T07:00:00+07:00,1.52,m     , O
LA,150609,HH,M,2012-03-22T07:00:00+07:00,1.51,m     , O
LA,150609,HH,M,2012-03-23T07:00:00+07:00,1.5,m     , O
LA,150609,HH,M,2012-03-24T07:00:00+07:00,1.48,m     , O
LA,150609,HH,M,2012-03-25T07:00:00+07:00,1.46,m     , E
LA,150609,HH,M,2012-03-26T07:00:00+07:00,1.48,m     , O
LA,150609,HH,M,2012-03-27T07:00:00+07:00,1.5,m     , O
LA,150609,HH,M,2012-03-28T07:00:00+07:00,1.52,m     , O
LA,150609,HH,M,2012-03-29T07:00:00+07:00,1.51,m     , O
LA,150609,HH,M,2012-03-30T07:00:00+07:00,1.5,m     , O
LA,150609,HH,M,2012-03-31T07:00:00+07:00,1.51,m     , O
LA,150609,HH,M,2012-04-01T07:00:00+07:00,1.51,m     , O
LA,150609,HH,M,2012-04-02T07:00:00+07:00,1.52,m     , O
LA,150609,HH,M,2012-04-03T07:00:00+07:00,1.52,m     , O
LA,150609,HH,M,2012-04-04T07:00:00+07:00,1.51,m     , O
LA,150609,HH,M,2012-04-05T07:00:00+07:00,1.52,m     , O
LA,150609,HH,M,2012-04-06T07:00:00+07:00,1.74,m     , O
LA,150609,HH,M,2012-04-07T07:00:00+07:00,1.81,m     , O
LA,150609,HH,M,2012-04-08T07:00:00+07:00,1.75,m     , O
LA,150609,HH,M,2012-04-09T07:00:00+07:00,1.69,m     , O
LA,150609,HH,M,2012-04-10T07:00:00+07:00,1.67,m     , O
LA,150609,HH,M,2012-04-11T07:00:00+07:00,1.65,m     , O
LA,150609,HH,M,2012-04-12T07:00:00+07:00,1.64,m     , O
LA,150609,HH,M,2012-04-13T07:00:00+07:00,1.62,m     , O
LA,150609,HH,M,2012-04-14T07:00:00+07:00,1.6,m     , O
LA,150609,HH,M,2012-04-15T07:00:00+07:00,1.6,m     , O
LA,150609,HH,M,2012-04-16T07:00:00+07:00,1.6,m     , O
LA,150609,HH,M,2012-04-17T07:00:00+07:00,1.59,m     , O
LA,150609,HH,M,2012-04-18T07:00:00+07:00,1.57,m     , O
LA,150609,HH,M,2012-04-19T07:00:00+07:00,1.55,m     , O
LA,150609,HH,M,2012-04-20T07:00:00+07:00,1.53,m     , O
LA,150609,HH,M,2012-04-21T07:00:00+07:00,1.51,m     , O
LA,150609,HH,M,2012-04-22T07:00:00+07:00,1.5,m     , O
LA,150609,HH,M,2012-04-23T07:00:00+07:00,1.51,m     , O
LA,150609,HH,M,2012-04-24T07:00:00+07:00,1.55,m     , O
LA,150609,HH,M,2012-04-25T07:00:00+07:00,1.52,m     , O
LA,150609,HH,M,2012-04-26T07:00:00+07:00,1.59,m     , O
LA,150609,HH,M,2012-04-27T07:00:00+07:00,1.66,m     , O
LA,150609,HH,M,2012-04-28T07:00:00+07:00,1.67,m     , O
LA,150609,HH,M,2012-04-29T07:00:00+07:00,1.67,m     , O
LA,150609,HH,M,2012-04-30T07:00:00+07:00,1.7,m     , O
LA,150609,HH,M,2012-05-01T07:00:00+07:00,1.87,m     , O
LA,150609,HH,M,2012-05-02T07:00:00+07:00,2,m     , O
LA,150609,HH,M,2012-05-03T07:00:00+07:00,1.98,m     , O
LA,150609,HH,M,2012-05-04T07:00:00+07:00,1.95,m     , O
LA,150609,HH,M,2012-05-05T07:00:00+07:00,1.9,m     , O
LA,150609,HH,M,2012-05-06T07:00:00+07:00,1.89,m     , O
LA,150609,HH,M,2012-05-07T07:00:00+07:00,1.91,m     , O
LA,150609,HH,M,2012-05-08T07:00:00+07:00,1.98,m     , O
LA,150609,HH,M,2012-05-09T07:00:00+07:00,1.94,m     , O
LA,150609,HH,M,2012-05-10T07:00:00+07:00,1.94,m     , O
LA,150609,HH,M,2012-05-11T07:00:00+07:00,2,m     , O
LA,150609,HH,M,2012-05-12T07:00:00+07:00,2.03,m     , O
LA,150609,HH,M,2012-05-13T07:00:00+07:00,2.05,m     , O
LA,150609,HH,M,2012-05-14T07:00:00+07:00,2.13,m     , O
LA,150609,HH,M,2012-05-15T07:00:00+07:00,2.17,m     , O
LA,150609,HH,M,2012-05-16T07:00:00+07:00,2.14,m     , O
LA,150609,HH,M,2012-05-17T07:00:00+07:00,2.12,m     , O
LA,150609,HH,M,2012-05-18T07:00:00+07:00,2.08,m     , O
LA,150609,HH,M,2012-05-19T07:00:00+07:00,2.33,m     , O
LA,150609,HH,M,2012-05-20T07:00:00+07:00,2.25,m     , E
LA,150609,HH,M,2012-05-21T07:00:00+07:00,2.085,m     , E
LA,150609,HH,M,2012-05-22T07:00:00+07:00,1.8375,m     , E
LA,150609,HH,M,2012-05-23T07:00:00+07:00,1.55,m     , O
LA,150609,HH,M,2012-05-24T07:00:00+07:00,2.21,m     , O
LA,150609,HH,M,2012-05-25T07:00:00+07:00,2.26,m     , O
LA,150609,HH,M,2012-05-26T07:00:00+07:00,2.14,m     , O
LA,150609,HH,M,2012-05-27T07:00:00+07:00,2.11,m     , O
LA,150609,HH,M,2012-05-28T07:00:00+07:00,2.04,m     , O
LA,150609,HH,M,2012-05-29T07:00:00+07:00,1.72,m     , O
LA,150609,HH,M,2012-05-30T07:00:00+07:00,1.69,m     , O
LA,150609,HH,M,2012-05-31T07:00:00+07:00,1.83,m     , O
LA,150609,HH,M,2012-06-01T07:00:00+07:00,1.9,m     , O
LA,150609,HH,M,2012-06-02T07:00:00+07:00,2.06,m     , O
LA,150609,HH,M,2012-06-03T07:00:00+07:00,1.94,m     , O
LA,150609,HH,M,2012-06-04T07:00:00+07:00,1.86,m     , O
LA,150609,HH,M,2012-06-05T07:00:00+07:00,1.79,m     , O
LA,150609,HH,M,2012-06-06T07:00:00+07:00,1.67,m     , O
LA,150609,HH,M,2012-06-07T07:00:00+07:00,1.6,m     , O
LA,150609,HH,M,2012-06-08T07:00:00+07:00,1.63,m     , O
LA,150609,HH,M,2012-06-09T07:00:00+07:00,1.68,m     , O
LA,150609,HH,M,2012-06-10T07:00:00+07:00,1.7,m     , O
LA,150609,HH,M,2012-06-11T07:00:00+07:00,1.65,m     , O
LA,150609,HH,M,2012-06-12T07:00:00+07:00,1.61,m     , O
LA,150609,HH,M,2012-06-13T07:00:00+07:00,1.59,m     , O
LA,150609,HH,M,2012-06-14T07:00:00+07:00,1.57,m     , O
LA,150609,HH,M,2012-06-15T07:00:00+07:00,1.57,m     , O
LA,150609,HH,M,2012-06-16T07:00:00+07:00,1.67,m     , O
LA,150609,HH,M,2012-06-17T07:00:00+07:00,1.91,m     , O
LA,150609,HH,M,2012-06-18T07:00:00+07:00,2.94,m     , O
LA,150609,HH,M,2012-06-19T07:00:00+07:00,3.65,m     , O
LA,150609,HH,M,2012-06-20T07:00:00+07:00,3.29,m     , O
LA,150609,HH,M,2012-06-21T07:00:00+07:00,2.79,m     , O
LA,150609,HH,M,2012-06-22T07:00:00+07:00,2.66,m     , O
LA,150609,HH,M,2012-06-23T07:00:00+07:00,2.77,m     , O
LA,150609,HH,M,2012-06-24T07:00:00+07:00,2.98,m     , O
LA,150609,HH,M,2012-06-25T07:00:00+07:00,2.77,m     , O
LA,150609,HH,M,2012-06-26T07:00:00+07:00,2.58,m     , O
LA,150609,HH,M,2012-06-27T07:00:00+07:00,2.5,m     , O
LA,150609,HH,M,2012-06-28T07:00:00+07:00,2.47,m     , O
LA,150609,HH,M,2012-06-29T07:00:00+07:00,2.48,m     , O
LA,150609,HH,M,2012-06-30T07:00:00+07:00,3.02,m     , O
LA,150609,HH,M,2012-07-01T07:00:00+07:00,3.8,m     , O
LA,150609,HH,M,2012-07-02T07:00:00+07:00,3.62,m     , O
LA,150609,HH,M,2012-07-03T07:00:00+07:00,3.38,m     , O
LA,150609,HH,M,2012-07-04T07:00:00+07:00,3.12,m     , E
LA,150609,HH,M,2012-07-05T07:00:00+07:00,2.82,m     , E
LA,150609,HH,M,2012-07-06T07:00:00+07:00,2.5,m     , O
LA,150609,HH,M,2012-07-07T07:00:00+07:00,2.82,m     , O
LA,150609,HH,M,2012-07-08T07:00:00+07:00,2.53,m     , O
LA,150609,HH,M,2012-07-09T07:00:00+07:00,2.41,m     , O
LA,150609,HH,M,2012-07-10T07:00:00+07:00,2.29,m     , O
LA,150609,HH,M,2012-07-11T07:00:00+07:00,2.22,m     , O
LA,150609,HH,M,2012-07-12T07:00:00+07:00,2.3,m     , O
LA,150609,HH,M,2012-07-13T07:00:00+07:00,2.4,m     , O
LA,150609,HH,M,2012-07-14T07:00:00+07:00,2.51,m     , O
LA,150609,HH,M,2012-07-15T07:00:00+07:00,2.34,m     , O
LA,150609,HH,M,2012-07-16T07:00:00+07:00,2.13,m     , O
LA,150609,HH,M,2012-07-17T07:00:00+07:00,2.35,m     , O
LA,150609,HH,M,2012-07-18T07:00:00+07:00,2.42,m     , O
LA,150609,HH,M,2012-07-19T07:00:00+07:00,2.09,m     , O
LA,150609,HH,M,2012-07-20T07:00:00+07:00,2.03,m     , O
LA,150609,HH,M,2012-07-21T07:00:00+07:00,2.13,m     , O
LA,150609,HH,M,2012-07-22T07:00:00+07:00,2.46,m     , O
LA,150609,HH,M,2012-07-23T07:00:00+07:00,2.93,m     , O
LA,150609,HH,M,2012-07-24T07:00:00+07:00,3.66,m     , O
LA,150609,HH,M,2012-07-25T07:00:00+07:00,3.69,m     , O
LA,150609,HH,M,2012-07-26T07:00:00+07:00,3.53,m     , O
LA,150609,HH,M,2012-07-27T07:00:00+07:00,3.08,m     , O
LA,150609,HH,M,2012-07-28T07:00:00+07:00,2.7,m     , O
LA,150609,HH,M,2012-07-29T07:00:00+07:00,2.71,m     , O
LA,150609,HH,M,2012-07-30T07:00:00+07:00,3.54,m     , O
LA,150609,HH,M,2012-07-31T07:00:00+07:00,3.96,m     , O
LA,150609,HH,M,2012-08-01T07:00:00+07:00,5.33,m     , O
LA,150609,HH,M,2012-08-02T07:00:00+07:00,7.94,m     , O
LA,150609,HH,M,2012-08-03T07:00:00+07:00,6.08,m     , O
LA,150609,HH,M,2012-08-04T07:00:00+07:00,4.36,m     , O
LA,150609,HH,M,2012-08-05T07:00:00+07:00,3.75,m     , O
LA,150609,HH,M,2012-08-06T07:00:00+07:00,4.44,m     , O
LA,150609,HH,M,2012-08-07T07:00:00+07:00,4.53,m     , O
LA,150609,HH,M,2012-08-08T07:00:00+07:00,4.46,m     , O
LA,150609,HH,M,2012-08-09T07:00:00+07:00,4.29,m     , O
LA,150609,HH,M,2012-08-10T07:00:00+07:00,4.12,m     , O
LA,150609,HH,M,2012-08-11T07:00:00+07:00,3.75,m     , O
LA,150609,HH,M,2012-08-12T07:00:00+07:00,3.58,m     , O
LA,150609,HH,M,2012-08-13T07:00:00+07:00,3.7,m     , O
LA,150609,HH,M,2012-08-14T07:00:00+07:00,3.65,m     , O
LA,150609,HH,M,2012-08-15T07:00:00+07:00,3.58,m     , O
LA,150609,HH,M,2012-08-16T07:00:00+07:00,3.51,m     , O
LA,150609,HH,M,2012-08-17T07:00:00+07:00,3.51,m     , O
LA,150609,HH,M,2012-08-18T07:00:00+07:00,3.5,m     , O
LA,150609,HH,M,2012-08-19T07:00:00+07:00,3.29,m     , O
LA,150609,HH,M,2012-08-20T07:00:00+07:00,3.08,m     , O
LA,150609,HH,M,2012-08-21T07:00:00+07:00,3.15,m     , O
LA,150609,HH,M,2012-08-22T07:00:00+07:00,3.32,m     , O
LA,150609,HH,M,2012-08-23T07:00:00+07:00,3.32,m     , O
LA,150609,HH,M,2012-08-24T07:00:00+07:00,3.42,m     , O
LA,150609,HH,M,2012-08-25T07:00:00+07:00,3.39,m     , O
LA,150609,HH,M,2012-08-26T07:00:00+07:00,3.36,m     , O
LA,150609,HH,M,2012-08-27T07:00:00+07:00,3.26,m     , O
LA,150609,HH,M,2012-08-28T07:00:00+07:00,3.11,m     , O
LA,150609,HH,M,2012-08-29T07:00:00+07:00,3.35,m     , O
LA,150609,HH,M,2012-08-30T07:00:00+07:00,3.39,m     , O
LA,150609,HH,M,2012-08-31T07:00:00+07:00,3.31,m     , O
LA,150609,HH,M,2012-09-01T07:00:00+07:00,3.28,m     , O
LA,150609,HH,M,2012-09-02T07:00:00+07:00,3.2,m     , O
LA,150609,HH,M,2012-09-03T07:00:00+07:00,2.86,m     , O
LA,150609,HH,M,2012-09-04T07:00:00+07:00,3.01,m     , O
LA,150609,HH,M,2012-09-05T07:00:00+07:00,2.62,m     , O
LA,150609,HH,M,2012-09-06T07:00:00+07:00,2.18,m     , O
LA,150609,HH,M,2012-09-07T07:00:00+07:00,2.09,m     , O
LA,150609,HH,M,2012-09-08T07:00:00+07:00,2.06,m     , O
LA,150609,HH,M,2012-09-09T07:00:00+07:00,2.04,m     , O
LA,150609,HH,M,2012-09-10T07:00:00+07:00,2.09,m     , O
LA,150609,HH,M,2012-09-11T07:00:00+07:00,2.03,m     , O
LA,150609,HH,M,2012-09-12T07:00:00+07:00,2.68,m     , O
LA,150609,HH,M,2012-09-13T07:00:00+07:00,4.11,m     , O
LA,150609,HH,M,2012-09-14T07:00:00+07:00,4.13,m     , O
LA,150609,HH,M,2012-09-15T07:00:00+07:00,3.92,m     , O
LA,150609,HH,M,2012-09-16T07:00:00+07:00,3.58,m     , O
LA,150609,HH,M,2012-09-17T07:00:00+07:00,3.03,m     , O
LA,150609,HH,M,2012-09-18T07:00:00+07:00,2.51,m     , O
LA,150609,HH,M,2012-09-19T07:00:00+07:00,2.45,m     , O
LA,150609,HH,M,2012-09-20T07:00:00+07:00,2.49,m     , O
LA,150609,HH,M,2012-09-21T07:00:00+07:00,2.6,m     , O
LA,150609,HH,M,2012-09-22T07:00:00+07:00,2.56,m     , O
LA,150609,HH,M,2012-09-23T07:00:00+07:00,2.9,m     , O
LA,150609,HH,M,2012-09-24T07:00:00+07:00,3.09,m     , O
LA,150609,HH,M,2012-09-25T07:00:00+07:00,2.58,m     , O
LA,150609,HH,M,2012-09-26T07:00:00+07:00,2.52,m     , O
LA,150609,HH,M,2012-09-27T07:00:00+07:00,2.88,m     , O
LA,150609,HH,M,2012-09-28T07:00:00+07:00,4.08,m     , O
LA,150609,HH,M,2012-09-29T07:00:00+07:00,3.54,m     , O
LA,150609,HH,M,2012-09-30T07:00:00+07:00,2.88,m     , O
LA,150609,HH,M,2012-10-01T07:00:00+07:00,2.63,m     , O
LA,150609,HH,M,2012-10-02T07:00:00+07:00,2.53,m     , O
LA,150609,HH,M,2012-10-03T07:00:00+07:00,2.87,m     , O
LA,150609,HH,M,2012-10-04T07:00:00+07:00,3.04,m     , O
LA,150609,HH,M,2012-10-05T07:00:00+07:00,2.84,m     , O
LA,150609,HH,M,2012-10-06T07:00:00+07:00,2.51,m     , O
LA,150609,HH,M,2012-10-07T07:00:00+07:00,4.52,m     , O
LA,150609,HH,M,2012-10-08T07:00:00+07:00,3.85,m     , O
LA,150609,HH,M,2012-10-09T07:00:00+07:00,2.83,m     , O
LA,150609,HH,M,2012-10-10T07:00:00+07:00,2.59,m     , O
LA,150609,HH,M,2012-10-11T07:00:00+07:00,2.54,m     , O
LA,150609,HH,M,2012-10-12T07:00:00+07:00,2.49,m     , O
LA,150609,HH,M,2012-10-13T07:00:00+07:00,2.44,m     , O
LA,150609,HH,M,2012-10-14T07:00:00+07:00,2.44,m     , O
LA,150609,HH,M,2012-10-15T07:00:00+07:00,2.5,m     , O
LA,150609,HH,M,2012-10-16T07:00:00+07:00,2.47,m     , O
LA,150609,HH,M,2012-10-17T07:00:00+07:00,2.42,m     , O
LA,150609,HH,M,2012-10-18T07:00:00+07:00,2.38,m     , O
LA,150609,HH,M,2012-10-19T07:00:00+07:00,2.22,m     , O
LA,150609,HH,M,2012-10-20T07:00:00+07:00,2,m     , O
LA,150609,HH,M,2012-10-21T07:00:00+07:00,1.98,m     , O
LA,150609,HH,M,2012-10-22T07:00:00+07:00,1.91,m     , O
LA,150609,HH,M,2012-10-23T07:00:00+07:00,1.84,m     , O
LA,150609,HH,M,2012-10-24T07:00:00+07:00,1.8,m     , O
LA,150609,HH,M,2012-10-25T07:00:00+07:00,1.8,m     , O
LA,150609,HH,M,2012-10-26T07:00:00+07:00,1.8,m     , O
LA,150609,HH,M,2012-10-27T07:00:00+07:00,1.91,m     , O
LA,150609,HH,M,2012-10-28T07:00:00+07:00,2.15,m     , E
LA,150609,HH,M,2012-10-29T07:00:00+07:00,2.39,m     , O
LA,150609,HH,M,2012-10-30T07:00:00+07:00,2.05,m     , O
LA,150609,HH,M,2012-10-31T07:00:00+07:00,2.19,m     , O
LA,150609,HH,M,2012-11-01T07:00:00+07:00,1.97,m     , O
LA,150609,HH,M,2012-11-02T07:00:00+07:00,1.87,m     , O
LA,150609,HH,M,2012-11-03T07:00:00+07:00,1.79,m     , O
LA,150609,HH,M,2012-11-04T07:00:00+07:00,1.77,m     , O
LA,150609,HH,M,2012-11-05T07:00:00+07:00,1.85,m     , O
LA,150609,HH,M,2012-11-06T07:00:00+07:00,1.98,m     , O
LA,150609,HH,M,2012-11-07T07:00:00+07:00,1.94,m     , O
LA,150609,HH,M,2012-11-08T07:00:00+07:00,2.01,m     , O
LA,150609,HH,M,2012-11-09T07:00:00+07:00,1.99,m     , O
LA,150609,HH,M,2012-11-10T07:00:00+07:00,1.97,m     , O
LA,150609,HH,M,2012-11-11T07:00:00+07:00,1.96,m     , O
LA,150609,HH,M,2012-11-12T07:00:00+07:00,1.89,m     , O
LA,150609,HH,M,2012-11-13T07:00:00+07:00,1.81,m     , O
LA,150609,HH,M,2012-11-14T07:00:00+07:00,1.93,m     , O
LA,150609,HH,M,2012-11-15T07:00:00+07:00,2.08,m     , O
LA,150609,HH,M,2012-11-16T07:00:00+07:00,2.06,m     , O
LA,150609,HH,M,2012-11-17T07:00:00+07:00,2.11,m     , O
LA,150609,HH,M,2012-11-18T07:00:00+07:00,2.07,m     , O
LA,150609,HH,M,2012-11-19T07:00:00+07:00,2.04,m     , O
LA,150609,HH,M,2012-11-20T07:00:00+07:00,2.01,m     , O
LA,150609,HH,M,2012-11-21T07:00:00+07:00,1.97,m     , O
LA,150609,HH,M,2012-11-22T07:00:00+07:00,1.95,m     , O
LA,150609,HH,M,2012-11-23T07:00:00+07:00,1.96,m     , O
LA,150609,HH,M,2012-11-24T07:00:00+07:00,2,m     , O
LA,150609,HH,M,2012-11-25T07:00:00+07:00,2.09,m     , O
LA,150609,HH,M,2012-11-26T07:00:00+07:00,2.02,m     , O
LA,150609,HH,M,2012-11-27T07:00:00+07:00,2,m     , O
LA,150609,HH,M,2012-11-28T07:00:00+07:00,1.94,m     , O
LA,150609,HH,M,2012-11-29T07:00:00+07:00,1.85,m     , O
LA,150609,HH,M,2012-11-30T07:00:00+07:00,1.77,m     , O
LA,150609,HH,M,2012-12-01T07:00:00+07:00,1.75,m     , O
LA,150609,HH,M,2012-12-02T07:00:00+07:00,1.73,m     , O
LA,150609,HH,M,2012-12-03T07:00:00+07:00,1.71,m     , O
LA,150609,HH,M,2012-12-04T07:00:00+07:00,1.7,m     , O
LA,150609,HH,M,2012-12-05T07:00:00+07:00,1.69,m     , O
LA,150609,HH,M,2012-12-06T07:00:00+07:00,1.66,m     , O
LA,150609,HH,M,2012-12-07T07:00:00+07:00,1.65,m     , O
LA,150609,HH,M,2012-12-08T07:00:00+07:00,1.63,m     , O
LA,150609,HH,M,2012-12-09T07:00:00+07:00,1.59,m     , O
LA,150609,HH,M,2012-12-10T07:00:00+07:00,1.58,m     , O
LA,150609,HH,M,2012-12-11T07:00:00+07:00,1.57,m     , O
LA,150609,HH,M,2012-12-12T07:00:00+07:00,1.55,m     , O
LA,150609,HH,M,2012-12-13T07:00:00+07:00,1.52,m     , O
LA,150609,HH,M,2012-12-14T07:00:00+07:00,1.5,m     , O
LA,150609,HH,M,2012-12-15T07:00:00+07:00,1.49,m     , O
LA,150609,HH,M,2012-12-16T07:00:00+07:00,1.48,m     , O
LA,150609,HH,M,2012-12-17T07:00:00+07:00,1.475,m     , E
LA,150609,HH,M,2012-12-18T07:00:00+07:00,1.47,m     , O
LA,150609,HH,M,2012-12-19T07:00:00+07:00,1.46,m     , O
LA,150609,HH,M,2012-12-20T07:00:00+07:00,1.44,m     , O
LA,150609,HH,M,2012-12-21T07:00:00+07:00,1.44,m     , O
LA,150609,HH,M,2012-12-22T07:00:00+07:00,1.44,m     , O
LA,150609,HH,M,2012-12-23T07:00:00+07:00,1.44,m     , O
LA,150609,HH,M,2012-12-24T07:00:00+07:00,1.56,m     , O
LA,150609,HH,M,2012-12-25T07:00:00+07:00,1.98,m     , O
LA,150609,HH,M,2012-12-26T07:00:00+07:00,1.94,m     , O
LA,150609,HH,M,2012-12-27T07:00:00+07:00,1.89,m     , O
LA,150609,HH,M,2012-12-28T07:00:00+07:00,1.83,m     , O
LA,150609,HH,M,2012-12-29T07:00:00+07:00,1.75,m     , O
LA,150609,HH,M,2012-12-30T07:00:00+07:00,1.64,m     , O
LA,150609,HH,M,2012-12-31T07:00:00+07:00,1.55,m     , O
LA,150609,HH,M,2013-01-01T07:00:00+07:00,1.49,m     , O
LA,150609,HH,M,2013-01-02T07:00:00+07:00,1.46,m     , O
LA,150609,HH,M,2013-01-03T07:00:00+07:00,1.45,m     , O
LA,150609,HH,M,2013-01-04T07:00:00+07:00,1.73,m     , O
LA,150609,HH,M,2013-01-05T07:00:00+07:00,1.64,m     , O
LA,150609,HH,M,2013-01-06T07:00:00+07:00,1.56,m     , O
LA,150609,HH,M,2013-01-07T07:00:00+07:00,1.5,m     , O
LA,150609,HH,M,2013-01-08T07:00:00+07:00,1.5,m     , O
LA,150609,HH,M,2013-01-09T07:00:00+07:00,1.59,m     , O
LA,150609,HH,M,2013-01-10T07:00:00+07:00,1.65,m     , O
LA,150609,HH,M,2013-01-11T07:00:00+07:00,1.65,m     , O
LA,150609,HH,M,2013-01-12T07:00:00+07:00,1.67,m     , O
LA,150609,HH,M,2013-01-13T07:00:00+07:00,1.65,m     , O
LA,150609,HH,M,2013-01-14T07:00:00+07:00,1.66,m     , O
LA,150609,HH,M,2013-01-15T07:00:00+07:00,1.64,m     , O
LA,150609,HH,M,2013-01-16T07:00:00+07:00,1.61,m     , O
LA,150609,HH,M,2013-01-17T07:00:00+07:00,1.59,m     , O
LA,150609,HH,M,2013-01-18T07:00:00+07:00,1.58,m     , O
LA,150609,HH,M,2013-01-19T07:00:00+07:00,1.56,m     , O
LA,150609,HH,M,2013-01-20T07:00:00+07:00,1.55,m     , O
LA,150609,HH,M,2013-01-21T07:00:00+07:00,1.55,m     , O
LA,150609,HH,M,2013-01-22T07:00:00+07:00,1.55,m     , O
LA,150609,HH,M,2013-01-23T07:00:00+07:00,1.55,m     , O
LA,150609,HH,M,2013-01-24T07:00:00+07:00,1.543333,m     , E
LA,150609,HH,M,2013-01-25T07:00:00+07:00,1.536667,m     , E
LA,150609,HH,M,2013-01-26T07:00:00+07:00,1.53,m     , O
LA,150609,HH,M,2013-01-27T07:00:00+07:00,1.52,m     , O
LA,150609,HH,M,2013-01-28T07:00:00+07:00,1.52,m     , O
LA,150609,HH,M,2013-01-29T07:00:00+07:00,1.53,m     , O
LA,150609,HH,M,2013-01-30T07:00:00+07:00,1.51,m     , O
LA,150609,HH,M,2013-01-31T07:00:00+07:00,1.5,m     , O
LA,150609,HH,M,2013-02-01T07:00:00+07:00,1.49,m     , O
LA,150609,HH,M,2013-02-02T07:00:00+07:00,1.49,m     , O
LA,150609,HH,M,2013-02-03T07:00:00+07:00,1.48,m     , O
LA,150609,HH,M,2013-02-04T07:00:00+07:00,1.46,m     , O
LA,150609,HH,M,2013-02-05T07:00:00+07:00,1.46,m     , O
LA,150609,HH,M,2013-02-06T07:00:00+07:00,1.45,m     , O
LA,150609,HH,M,2013-02-07T07:00:00+07:00,1.44,m     , O
LA,150609,HH,M,2013-02-08T07:00:00+07:00,1.43,m     , O
LA,150609,HH,M,2013-02-09T07:00:00+07:00,1.42,m     , E
LA,150609,HH,M,2013-02-10T07:00:00+07:00,1.41,m     , E
LA,150609,HH,M,2013-02-11T07:00:00+07:00,1.4,m     , O
LA,150609,HH,M,2013-02-12T07:00:00+07:00,1.4,m     , O
LA,150609,HH,M,2013-02-13T07:00:00+07:00,1.4,m     , O
LA,150609,HH,M,2013-02-14T07:00:00+07:00,1.4,m     , O
LA,150609,HH,M,2013-02-15T07:00:00+07:00,1.4,m     , O
LA,150609,HH,M,2013-02-16T07:00:00+07:00,1.4,m     , O
