VN,450701,HH,M,2000-01-01T07:00:00+07:00,25.83,m     , O
VN,450701,HH,M,2003-02-05T07:00:00+07:00,25.56,m     , O
VN,450701,HH,M,2003-02-06T07:00:00+07:00,25.56,m     , O
VN,450701,HH,M,2003-02-07T07:00:00+07:00,25.55,m     , O
VN,450701,HH,M,2003-02-08T07:00:00+07:00,25.55,m     , O
VN,450701,HH,M,2003-02-09T07:00:00+07:00,25.55,m     , O
VN,450701,HH,M,2003-02-10T07:00:00+07:00,25.55,m     , O
VN,450701,HH,M,2003-02-11T07:00:00+07:00,25.55,m     , O
VN,450701,HH,M,2003-02-12T07:00:00+07:00,25.54,m     , O
VN,450701,HH,M,2003-02-13T07:00:00+07:00,25.53,m     , E
VN,450701,HH,M,2003-02-14T07:00:00+07:00,25.51,m     , O
VN,450701,HH,M,2003-02-15T07:00:00+07:00,25.5,m     , O
VN,450701,HH,M,2003-02-16T07:00:00+07:00,25.5,m     , O
VN,450701,HH,M,2003-02-17T07:00:00+07:00,25.5,m     , O
VN,450701,HH,M,2003-02-18T07:00:00+07:00,25.49,m     , O
VN,450701,HH,M,2003-02-19T07:00:00+07:00,25.48,m     , O
VN,450701,HH,M,2003-02-20T07:00:00+07:00,25.47,m     , O
VN,450701,HH,M,2003-02-21T07:00:00+07:00,25.46,m     , O
VN,450701,HH,M,2003-02-22T07:00:00+07:00,25.46,m     , O
VN,450701,HH,M,2003-02-23T07:00:00+07:00,25.46,m     , O
VN,450701,HH,M,2003-02-24T07:00:00+07:00,25.44,m     , O
VN,450701,HH,M,2003-02-25T07:00:00+07:00,25.44,m     , O
VN,450701,HH,M,2003-02-26T07:00:00+07:00,25.42,m     , O
VN,450701,HH,M,2003-02-27T07:00:00+07:00,25.42,m     , O
VN,450701,HH,M,2003-02-28T07:00:00+07:00,25.41,m     , O
VN,450701,HH,M,2003-03-01T07:00:00+07:00,25.41,m     , O
VN,450701,HH,M,2003-03-02T07:00:00+07:00,25.4,m     , O
VN,450701,HH,M,2003-03-03T07:00:00+07:00,25.4,m     , O
VN,450701,HH,M,2003-03-04T07:00:00+07:00,25.39,m     , O
VN,450701,HH,M,2003-03-05T07:00:00+07:00,25.4,m     , O
VN,450701,HH,M,2003-03-06T07:00:00+07:00,25.44,m     , O
VN,450701,HH,M,2003-03-07T07:00:00+07:00,25.54,m     , O
VN,450701,HH,M,2003-03-08T07:00:00+07:00,25.55,m     , O
VN,450701,HH,M,2003-03-09T07:00:00+07:00,25.44,m     , O
VN,450701,HH,M,2003-03-10T07:00:00+07:00,25.42,m     , O
VN,450701,HH,M,2003-03-11T07:00:00+07:00,25.41,m     , O
VN,450701,HH,M,2003-03-12T07:00:00+07:00,25.4,m     , O
VN,450701,HH,M,2003-03-13T07:00:00+07:00,25.38,m     , O
VN,450701,HH,M,2003-03-14T07:00:00+07:00,25.37,m     , O
VN,450701,HH,M,2003-03-15T07:00:00+07:00,25.36,m     , O
VN,450701,HH,M,2003-03-16T07:00:00+07:00,25.35,m     , O
VN,450701,HH,M,2003-03-17T07:00:00+07:00,25.34,m     , O
VN,450701,HH,M,2003-03-18T07:00:00+07:00,25.35,m     , O
VN,450701,HH,M,2003-03-19T07:00:00+07:00,25.34,m     , O
VN,450701,HH,M,2003-03-20T07:00:00+07:00,25.33,m     , O
VN,450701,HH,M,2003-03-21T07:00:00+07:00,25.32,m     , O
VN,450701,HH,M,2003-03-22T07:00:00+07:00,25.31,m     , O
VN,450701,HH,M,2003-03-23T07:00:00+07:00,25.31,m     , O
VN,450701,HH,M,2003-03-24T07:00:00+07:00,25.31,m     , O
VN,450701,HH,M,2003-03-25T07:00:00+07:00,25.32,m     , O
VN,450701,HH,M,2003-03-26T07:00:00+07:00,25.32,m     , O
VN,450701,HH,M,2003-03-27T07:00:00+07:00,25.33,m     , O
VN,450701,HH,M,2003-03-28T07:00:00+07:00,25.32,m     , O
VN,450701,HH,M,2003-03-29T07:00:00+07:00,25.3,m     , O
VN,450701,HH,M,2003-03-30T07:00:00+07:00,25.3,m     , O
VN,450701,HH,M,2003-03-31T07:00:00+07:00,25.28,m     , O
VN,450701,HH,M,2003-04-01T07:00:00+07:00,25.29,m     , O
VN,450701,HH,M,2003-04-02T07:00:00+07:00,25.4,m     , O
VN,450701,HH,M,2003-04-03T07:00:00+07:00,25.49,m     , O
VN,450701,HH,M,2003-04-04T07:00:00+07:00,25.49,m     , O
VN,450701,HH,M,2003-04-05T07:00:00+07:00,25.46,m     , O
VN,450701,HH,M,2003-04-06T07:00:00+07:00,25.41,m     , O
VN,450701,HH,M,2003-04-07T07:00:00+07:00,25.4,m     , O
VN,450701,HH,M,2003-04-08T07:00:00+07:00,25.38,m     , O
VN,450701,HH,M,2003-04-09T07:00:00+07:00,25.36,m     , O
VN,450701,HH,M,2003-04-10T07:00:00+07:00,25.32,m     , O
VN,450701,HH,M,2003-04-11T07:00:00+07:00,25.28,m     , O
VN,450701,HH,M,2003-04-12T07:00:00+07:00,25.29,m     , O
VN,450701,HH,M,2003-04-13T07:00:00+07:00,25.32,m     , O
VN,450701,HH,M,2003-04-14T07:00:00+07:00,25.31,m     , O
VN,450701,HH,M,2003-04-15T07:00:00+07:00,25.34,m     , O
VN,450701,HH,M,2003-04-16T07:00:00+07:00,25.32,m     , O
VN,450701,HH,M,2003-04-17T07:00:00+07:00,25.26,m     , O
VN,450701,HH,M,2003-04-18T07:00:00+07:00,25.22,m     , O
VN,450701,HH,M,2003-04-19T07:00:00+07:00,25.22,m     , O
VN,450701,HH,M,2003-04-20T07:00:00+07:00,25.22,m     , O
VN,450701,HH,M,2003-04-21T07:00:00+07:00,25.21,m     , O
VN,450701,HH,M,2003-04-22T07:00:00+07:00,25.21,m     , O
VN,450701,HH,M,2003-04-23T07:00:00+07:00,25.2,m     , O
VN,450701,HH,M,2003-04-24T07:00:00+07:00,25.18,m     , O
VN,450701,HH,M,2003-04-25T07:00:00+07:00,25.17,m     , O
VN,450701,HH,M,2003-04-26T07:00:00+07:00,25.22,m     , O
VN,450701,HH,M,2003-04-27T07:00:00+07:00,25.27,m     , O
VN,450701,HH,M,2003-04-28T07:00:00+07:00,25.29,m     , O
VN,450701,HH,M,2003-04-29T07:00:00+07:00,25.24,m     , O
VN,450701,HH,M,2003-04-30T07:00:00+07:00,25.2,m     , O
VN,450701,HH,M,2003-05-01T07:00:00+07:00,25.16,m     , O
VN,450701,HH,M,2003-05-02T07:00:00+07:00,25.2,m     , O
VN,450701,HH,M,2003-05-03T07:00:00+07:00,25.52,m     , O
VN,450701,HH,M,2003-05-04T07:00:00+07:00,25.81,m     , O
VN,450701,HH,M,2003-05-05T07:00:00+07:00,25.86,m     , O
VN,450701,HH,M,2003-05-06T07:00:00+07:00,25.57,m     , O
VN,450701,HH,M,2003-05-07T07:00:00+07:00,25.43,m     , O
VN,450701,HH,M,2003-05-08T07:00:00+07:00,25.57,m     , O
VN,450701,HH,M,2003-05-09T07:00:00+07:00,25.61,m     , O
VN,450701,HH,M,2003-05-10T07:00:00+07:00,25.42,m     , O
VN,450701,HH,M,2003-05-11T07:00:00+07:00,25.34,m     , O
VN,450701,HH,M,2003-05-12T07:00:00+07:00,25.32,m     , O
VN,450701,HH,M,2003-05-13T07:00:00+07:00,25.39,m     , O
VN,450701,HH,M,2003-05-14T07:00:00+07:00,25.36,m     , O
VN,450701,HH,M,2003-05-15T07:00:00+07:00,25.46,m     , O
VN,450701,HH,M,2003-05-16T07:00:00+07:00,25.58,m     , O
VN,450701,HH,M,2003-05-17T07:00:00+07:00,25.78,m     , O
VN,450701,HH,M,2003-05-18T07:00:00+07:00,25.71,m     , O
VN,450701,HH,M,2003-05-19T07:00:00+07:00,26.02,m     , O
VN,450701,HH,M,2003-05-20T07:00:00+07:00,25.9,m     , O
VN,450701,HH,M,2003-05-21T07:00:00+07:00,25.82,m     , O
VN,450701,HH,M,2003-05-22T07:00:00+07:00,25.78,m     , O
VN,450701,HH,M,2003-05-23T07:00:00+07:00,25.72,m     , O
VN,450701,HH,M,2003-05-24T07:00:00+07:00,25.7,m     , O
VN,450701,HH,M,2003-05-25T07:00:00+07:00,25.6,m     , O
VN,450701,HH,M,2003-05-26T07:00:00+07:00,25.96,m     , O
VN,450701,HH,M,2003-05-27T07:00:00+07:00,26.22,m     , O
VN,450701,HH,M,2003-05-28T07:00:00+07:00,26.32,m     , O
VN,450701,HH,M,2003-05-29T07:00:00+07:00,26.02,m     , O
VN,450701,HH,M,2003-05-30T07:00:00+07:00,25.98,m     , O
VN,450701,HH,M,2003-05-31T07:00:00+07:00,26.02,m     , O
VN,450701,HH,M,2003-06-01T07:00:00+07:00,26.01,m     , O
VN,450701,HH,M,2003-06-02T07:00:00+07:00,26.36,m     , O
VN,450701,HH,M,2003-06-03T07:00:00+07:00,26.64,m     , O
VN,450701,HH,M,2003-06-04T07:00:00+07:00,26.45,m     , O
VN,450701,HH,M,2003-06-05T07:00:00+07:00,26.29,m     , O
VN,450701,HH,M,2003-06-06T07:00:00+07:00,26.33,m     , O
VN,450701,HH,M,2003-06-07T07:00:00+07:00,26.07,m     , O
VN,450701,HH,M,2003-06-08T07:00:00+07:00,25.89,m     , O
VN,450701,HH,M,2003-06-09T07:00:00+07:00,25.77,m     , O
VN,450701,HH,M,2003-06-10T07:00:00+07:00,25.7,m     , O
VN,450701,HH,M,2003-06-11T07:00:00+07:00,25.65,m     , O
VN,450701,HH,M,2003-06-12T07:00:00+07:00,25.62,m     , O
VN,450701,HH,M,2003-06-13T07:00:00+07:00,25.58,m     , O
VN,450701,HH,M,2003-06-14T07:00:00+07:00,25.54,m     , O
VN,450701,HH,M,2003-06-15T07:00:00+07:00,25.54,m     , O
VN,450701,HH,M,2003-06-16T07:00:00+07:00,25.6,m     , O
VN,450701,HH,M,2003-06-17T07:00:00+07:00,25.61,m     , O
VN,450701,HH,M,2003-06-18T07:00:00+07:00,25.58,m     , O
VN,450701,HH,M,2003-06-19T07:00:00+07:00,25.54,m     , O
VN,450701,HH,M,2003-06-20T07:00:00+07:00,25.61,m     , O
VN,450701,HH,M,2003-06-21T07:00:00+07:00,25.62,m     , O
VN,450701,HH,M,2003-06-22T07:00:00+07:00,25.58,m     , O
VN,450701,HH,M,2003-06-23T07:00:00+07:00,25.59,m     , O
VN,450701,HH,M,2003-06-24T07:00:00+07:00,25.68,m     , O
VN,450701,HH,M,2003-06-25T07:00:00+07:00,25.78,m     , O
VN,450701,HH,M,2003-06-26T07:00:00+07:00,25.76,m     , O
VN,450701,HH,M,2003-06-27T07:00:00+07:00,25.66,m     , O
VN,450701,HH,M,2003-06-28T07:00:00+07:00,25.58,m     , O
VN,450701,HH,M,2003-06-29T07:00:00+07:00,25.58,m     , O
VN,450701,HH,M,2003-06-30T07:00:00+07:00,25.62,m     , O
VN,450701,HH,M,2003-07-01T07:00:00+07:00,25.78,m     , O
VN,450701,HH,M,2003-07-02T07:00:00+07:00,25.9,m     , O
VN,450701,HH,M,2003-07-03T07:00:00+07:00,25.96,m     , O
VN,450701,HH,M,2003-07-04T07:00:00+07:00,25.92,m     , O
VN,450701,HH,M,2003-07-05T07:00:00+07:00,26.08,m     , O
VN,450701,HH,M,2003-07-06T07:00:00+07:00,25.84,m     , O
VN,450701,HH,M,2003-07-07T07:00:00+07:00,25.72,m     , O
VN,450701,HH,M,2003-07-08T07:00:00+07:00,25.7,m     , O
VN,450701,HH,M,2003-07-09T07:00:00+07:00,25.71,m     , O
VN,450701,HH,M,2003-07-10T07:00:00+07:00,25.65,m     , O
VN,450701,HH,M,2003-07-11T07:00:00+07:00,25.67,m     , O
VN,450701,HH,M,2003-07-12T07:00:00+07:00,25.78,m     , O
VN,450701,HH,M,2003-07-13T07:00:00+07:00,25.98,m     , O
VN,450701,HH,M,2003-07-14T07:00:00+07:00,25.91,m     , O
VN,450701,HH,M,2003-07-15T07:00:00+07:00,25.96,m     , O
VN,450701,HH,M,2003-07-16T07:00:00+07:00,25.9,m     , O
VN,450701,HH,M,2003-07-17T07:00:00+07:00,25.92,m     , O
VN,450701,HH,M,2003-07-18T07:00:00+07:00,25.84,m     , O
VN,450701,HH,M,2003-07-19T07:00:00+07:00,25.74,m     , O
VN,450701,HH,M,2003-07-20T07:00:00+07:00,25.73,m     , O
VN,450701,HH,M,2003-07-21T07:00:00+07:00,25.84,m     , O
VN,450701,HH,M,2003-07-22T07:00:00+07:00,26.01,m     , O
VN,450701,HH,M,2003-07-23T07:00:00+07:00,26.17,m     , O
VN,450701,HH,M,2003-07-24T07:00:00+07:00,26.61,m     , O
VN,450701,HH,M,2003-07-25T07:00:00+07:00,26.76,m     , O
VN,450701,HH,M,2003-07-26T07:00:00+07:00,26.59,m     , O
VN,450701,HH,M,2003-07-27T07:00:00+07:00,26.28,m     , O
VN,450701,HH,M,2003-07-28T07:00:00+07:00,26.39,m     , O
VN,450701,HH,M,2003-07-29T07:00:00+07:00,26.39,m     , O
VN,450701,HH,M,2003-07-30T07:00:00+07:00,26.39,m     , O
VN,450701,HH,M,2003-07-31T07:00:00+07:00,26.21,m     , O
VN,450701,HH,M,2003-08-01T07:00:00+07:00,26.12,m     , O
VN,450701,HH,M,2003-08-02T07:00:00+07:00,26.64,m     , O
VN,450701,HH,M,2003-08-03T07:00:00+07:00,27.65,m     , O
VN,450701,HH,M,2003-08-04T07:00:00+07:00,27.41,m     , O
VN,450701,HH,M,2003-08-05T07:00:00+07:00,26.9,m     , O
VN,450701,HH,M,2003-08-06T07:00:00+07:00,26.71,m     , O
VN,450701,HH,M,2003-08-07T07:00:00+07:00,26.72,m     , O
VN,450701,HH,M,2003-08-08T07:00:00+07:00,26.56,m     , O
VN,450701,HH,M,2003-08-09T07:00:00+07:00,26.42,m     , O
VN,450701,HH,M,2003-08-10T07:00:00+07:00,26.3,m     , O
VN,450701,HH,M,2003-08-11T07:00:00+07:00,26.22,m     , O
VN,450701,HH,M,2003-08-12T07:00:00+07:00,26.16,m     , O
VN,450701,HH,M,2003-08-13T07:00:00+07:00,26.12,m     , O
VN,450701,HH,M,2003-08-14T07:00:00+07:00,26.04,m     , O
VN,450701,HH,M,2003-08-15T07:00:00+07:00,26.12,m     , O
VN,450701,HH,M,2003-08-16T07:00:00+07:00,26.18,m     , O
VN,450701,HH,M,2003-08-17T07:00:00+07:00,26.22,m     , O
VN,450701,HH,M,2003-08-18T07:00:00+07:00,26.3,m     , O
VN,450701,HH,M,2003-08-19T07:00:00+07:00,26.26,m     , O
VN,450701,HH,M,2003-08-20T07:00:00+07:00,26.39,m     , O
VN,450701,HH,M,2003-08-21T07:00:00+07:00,26.37,m     , O
VN,450701,HH,M,2003-08-22T07:00:00+07:00,26.21,m     , O
VN,450701,HH,M,2003-08-23T07:00:00+07:00,26.36,m     , O
VN,450701,HH,M,2003-08-24T07:00:00+07:00,26.43,m     , O
VN,450701,HH,M,2003-08-25T07:00:00+07:00,26.3,m     , O
VN,450701,HH,M,2003-08-26T07:00:00+07:00,26.2,m     , O
VN,450701,HH,M,2003-08-27T07:00:00+07:00,26.11,m     , O
VN,450701,HH,M,2003-08-28T07:00:00+07:00,26.03,m     , O
VN,450701,HH,M,2003-08-29T07:00:00+07:00,26.21,m     , O
VN,450701,HH,M,2003-08-30T07:00:00+07:00,26.16,m     , O
VN,450701,HH,M,2003-08-31T07:00:00+07:00,26.05,m     , O
VN,450701,HH,M,2003-09-01T07:00:00+07:00,25.99,m     , O
VN,450701,HH,M,2003-09-02T07:00:00+07:00,25.99,m     , O
VN,450701,HH,M,2003-09-03T07:00:00+07:00,26.04,m     , O
VN,450701,HH,M,2003-09-04T07:00:00+07:00,26.07,m     , O
VN,450701,HH,M,2003-09-05T07:00:00+07:00,25.98,m     , O
VN,450701,HH,M,2003-09-06T07:00:00+07:00,25.95,m     , O
VN,450701,HH,M,2003-09-07T07:00:00+07:00,26.08,m     , O
VN,450701,HH,M,2003-09-08T07:00:00+07:00,26.46,m     , O
VN,450701,HH,M,2003-09-09T07:00:00+07:00,27.4,m     , O
VN,450701,HH,M,2003-09-10T07:00:00+07:00,27.03,m     , O
VN,450701,HH,M,2003-09-11T07:00:00+07:00,26.73,m     , O
VN,450701,HH,M,2003-09-12T07:00:00+07:00,26.73,m     , O
VN,450701,HH,M,2003-09-13T07:00:00+07:00,26.94,m     , O
VN,450701,HH,M,2003-09-14T07:00:00+07:00,27,m     , O
VN,450701,HH,M,2003-09-15T07:00:00+07:00,26.82,m     , O
VN,450701,HH,M,2003-09-16T07:00:00+07:00,26.58,m     , O
VN,450701,HH,M,2003-09-17T07:00:00+07:00,26.54,m     , O
VN,450701,HH,M,2003-09-18T07:00:00+07:00,26.52,m     , O
VN,450701,HH,M,2003-09-19T07:00:00+07:00,26.73,m     , O
VN,450701,HH,M,2003-09-20T07:00:00+07:00,26.68,m     , O
VN,450701,HH,M,2003-09-21T07:00:00+07:00,26.71,m     , O
VN,450701,HH,M,2003-09-22T07:00:00+07:00,26.62,m     , O
VN,450701,HH,M,2003-09-23T07:00:00+07:00,26.66,m     , O
VN,450701,HH,M,2003-09-24T07:00:00+07:00,26.58,m     , O
VN,450701,HH,M,2003-09-25T07:00:00+07:00,26.63,m     , O
VN,450701,HH,M,2003-09-26T07:00:00+07:00,26.83,m     , O
VN,450701,HH,M,2003-09-27T07:00:00+07:00,27.38,m     , O
VN,450701,HH,M,2003-09-28T07:00:00+07:00,28.02,m     , O
VN,450701,HH,M,2003-09-29T07:00:00+07:00,27.97,m     , O
VN,450701,HH,M,2003-09-30T07:00:00+07:00,27.9,m     , O
VN,450701,HH,M,2003-10-01T07:00:00+07:00,27.51,m     , O
VN,450701,HH,M,2003-10-02T07:00:00+07:00,27.21,m     , O
VN,450701,HH,M,2003-10-03T07:00:00+07:00,27.06,m     , O
VN,450701,HH,M,2003-10-04T07:00:00+07:00,26.89,m     , O
VN,450701,HH,M,2003-10-05T07:00:00+07:00,27,m     , O
VN,450701,HH,M,2003-10-06T07:00:00+07:00,26.92,m     , O
VN,450701,HH,M,2003-10-07T07:00:00+07:00,26.94,m     , O
VN,450701,HH,M,2003-10-08T07:00:00+07:00,26.9,m     , O
VN,450701,HH,M,2003-10-09T07:00:00+07:00,26.68,m     , O
VN,450701,HH,M,2003-10-10T07:00:00+07:00,26.65,m     , O
VN,450701,HH,M,2003-10-11T07:00:00+07:00,26.71,m     , O
VN,450701,HH,M,2003-10-12T07:00:00+07:00,26.72,m     , O
VN,450701,HH,M,2003-10-13T07:00:00+07:00,26.62,m     , O
VN,450701,HH,M,2003-10-14T07:00:00+07:00,26.48,m     , O
VN,450701,HH,M,2003-10-15T07:00:00+07:00,26.44,m     , O
VN,450701,HH,M,2003-10-16T07:00:00+07:00,26.54,m     , O
VN,450701,HH,M,2003-10-17T07:00:00+07:00,26.54,m     , O
VN,450701,HH,M,2003-10-18T07:00:00+07:00,26.6,m     , O
VN,450701,HH,M,2003-10-19T07:00:00+07:00,26.8,m     , O
VN,450701,HH,M,2003-10-20T07:00:00+07:00,27.33,m     , O
VN,450701,HH,M,2003-10-21T07:00:00+07:00,26.99,m     , O
VN,450701,HH,M,2003-10-22T07:00:00+07:00,26.75,m     , O
VN,450701,HH,M,2003-10-23T07:00:00+07:00,26.7,m     , O
VN,450701,HH,M,2003-10-24T07:00:00+07:00,26.59,m     , O
VN,450701,HH,M,2003-10-25T07:00:00+07:00,26.47,m     , O
VN,450701,HH,M,2003-10-26T07:00:00+07:00,26.39,m     , O
VN,450701,HH,M,2003-10-27T07:00:00+07:00,26.32,m     , O
VN,450701,HH,M,2003-10-28T07:00:00+07:00,26.28,m     , O
VN,450701,HH,M,2003-10-29T07:00:00+07:00,26.26,m     , O
VN,450701,HH,M,2003-10-30T07:00:00+07:00,26.22,m     , O
VN,450701,HH,M,2003-10-31T07:00:00+07:00,26.18,m     , O
VN,450701,HH,M,2003-11-01T07:00:00+07:00,26.16,m     , O
VN,450701,HH,M,2003-11-02T07:00:00+07:00,26.12,m     , O
VN,450701,HH,M,2003-11-03T07:00:00+07:00,26.09,m     , O
VN,450701,HH,M,2003-11-04T07:00:00+07:00,26.08,m     , O
VN,450701,HH,M,2003-11-05T07:00:00+07:00,26.05,m     , O
VN,450701,HH,M,2003-11-06T07:00:00+07:00,26.03,m     , O
VN,450701,HH,M,2003-11-07T07:00:00+07:00,26.01,m     , O
VN,450701,HH,M,2003-11-08T07:00:00+07:00,25.99,m     , O
VN,450701,HH,M,2003-11-09T07:00:00+07:00,25.97,m     , O
VN,450701,HH,M,2003-11-10T07:00:00+07:00,25.95,m     , O
VN,450701,HH,M,2003-11-11T07:00:00+07:00,25.92,m     , O
VN,450701,HH,M,2003-11-12T07:00:00+07:00,25.94,m     , O
VN,450701,HH,M,2003-11-13T07:00:00+07:00,27.3,m     , O
VN,450701,HH,M,2003-11-14T07:00:00+07:00,28.27,m     , O
VN,450701,HH,M,2003-11-15T07:00:00+07:00,27.57,m     , E
VN,450701,HH,M,2003-11-16T07:00:00+07:00,27.045,m     , E
VN,450701,HH,M,2003-11-17T07:00:00+07:00,26.36,m     , O
VN,450701,HH,M,2003-11-18T07:00:00+07:00,26.28,m     , O
VN,450701,HH,M,2003-11-19T07:00:00+07:00,26.2,m     , O
VN,450701,HH,M,2003-11-20T07:00:00+07:00,26.14,m     , O
VN,450701,HH,M,2003-11-21T07:00:00+07:00,26.1,m     , O
VN,450701,HH,M,2003-11-22T07:00:00+07:00,26.04,m     , O
VN,450701,HH,M,2003-11-23T07:00:00+07:00,26.02,m     , O
VN,450701,HH,M,2003-11-24T07:00:00+07:00,26,m     , O
VN,450701,HH,M,2003-11-25T07:00:00+07:00,26,m     , O
VN,450701,HH,M,2003-11-26T07:00:00+07:00,25.96,m     , O
VN,450701,HH,M,2003-11-27T07:00:00+07:00,25.93,m     , O
VN,450701,HH,M,2003-11-28T07:00:00+07:00,25.92,m     , O
VN,450701,HH,M,2003-11-29T07:00:00+07:00,25.89,m     , O
VN,450701,HH,M,2003-11-30T07:00:00+07:00,25.88,m     , O
VN,450701,HH,M,2003-12-01T07:00:00+07:00,25.86,m     , O
VN,450701,HH,M,2003-12-02T07:00:00+07:00,25.84,m     , O
VN,450701,HH,M,2003-12-03T07:00:00+07:00,25.83,m     , O
VN,450701,HH,M,2003-12-04T07:00:00+07:00,25.82,m     , O
VN,450701,HH,M,2003-12-05T07:00:00+07:00,25.81,m     , O
VN,450701,HH,M,2003-12-06T07:00:00+07:00,25.8,m     , O
VN,450701,HH,M,2003-12-07T07:00:00+07:00,25.78,m     , O
VN,450701,HH,M,2003-12-08T07:00:00+07:00,25.77,m     , O
VN,450701,HH,M,2003-12-09T07:00:00+07:00,25.76,m     , O
VN,450701,HH,M,2003-12-10T07:00:00+07:00,25.82,m     , O
VN,450701,HH,M,2003-12-11T07:00:00+07:00,25.84,m     , E
VN,450701,HH,M,2003-12-12T07:00:00+07:00,25.86,m     , O
VN,450701,HH,M,2003-12-13T07:00:00+07:00,25.84,m     , O
VN,450701,HH,M,2003-12-14T07:00:00+07:00,25.81,m     , O
VN,450701,HH,M,2003-12-15T07:00:00+07:00,25.78,m     , O
VN,450701,HH,M,2003-12-16T07:00:00+07:00,25.76,m     , O
VN,450701,HH,M,2003-12-17T07:00:00+07:00,25.74,m     , O
VN,450701,HH,M,2003-12-18T07:00:00+07:00,25.73,m     , O
VN,450701,HH,M,2003-12-19T07:00:00+07:00,25.73,m     , O
VN,450701,HH,M,2003-12-20T07:00:00+07:00,25.73,m     , O
VN,450701,HH,M,2003-12-21T07:00:00+07:00,25.73,m     , O
VN,450701,HH,M,2003-12-22T07:00:00+07:00,25.72,m     , O
VN,450701,HH,M,2003-12-23T07:00:00+07:00,25.7,m     , O
VN,450701,HH,M,2003-12-24T07:00:00+07:00,25.68,m     , O
VN,450701,HH,M,2003-12-25T07:00:00+07:00,25.68,m     , O
VN,450701,HH,M,2003-12-26T07:00:00+07:00,25.67,m     , O
VN,450701,HH,M,2003-12-27T07:00:00+07:00,25.67,m     , O
VN,450701,HH,M,2003-12-28T07:00:00+07:00,25.66,m     , O
VN,450701,HH,M,2003-12-29T07:00:00+07:00,25.65,m     , O
VN,450701,HH,M,2003-12-30T07:00:00+07:00,25.64,m     , O
VN,450701,HH,M,2003-12-31T07:00:00+07:00,25.63,m     , O
VN,450701,HH,M,2004-01-01T07:00:00+07:00,25.62,m     , O
VN,450701,HH,M,2004-01-02T07:00:00+07:00,25.61,m     , O
VN,450701,HH,M,2004-01-03T07:00:00+07:00,25.6,m     , O
VN,450701,HH,M,2004-01-04T07:00:00+07:00,25.59,m     , O
VN,450701,HH,M,2004-01-05T07:00:00+07:00,25.58,m     , O
VN,450701,HH,M,2004-01-06T07:00:00+07:00,25.57,m     , O
VN,450701,HH,M,2004-01-07T07:00:00+07:00,25.56,m     , O
VN,450701,HH,M,2004-01-08T07:00:00+07:00,25.55,m     , O
VN,450701,HH,M,2004-01-09T07:00:00+07:00,25.54,m     , O
VN,450701,HH,M,2004-01-10T07:00:00+07:00,25.54,m     , O
VN,450701,HH,M,2004-01-11T07:00:00+07:00,25.54,m     , O
VN,450701,HH,M,2004-01-12T07:00:00+07:00,25.54,m     , O
VN,450701,HH,M,2004-01-13T07:00:00+07:00,25.52,m     , O
VN,450701,HH,M,2004-01-14T07:00:00+07:00,25.51,m     , O
VN,450701,HH,M,2004-01-15T07:00:00+07:00,25.5,m     , O
VN,450701,HH,M,2004-01-16T07:00:00+07:00,25.49,m     , O
VN,450701,HH,M,2004-01-17T07:00:00+07:00,25.49,m     , O
VN,450701,HH,M,2004-01-18T07:00:00+07:00,25.48,m     , O
VN,450701,HH,M,2004-01-19T07:00:00+07:00,25.47,m     , O
VN,450701,HH,M,2004-01-20T07:00:00+07:00,25.46,m     , O
VN,450701,HH,M,2004-01-21T07:00:00+07:00,25.45,m     , O
VN,450701,HH,M,2004-01-22T07:00:00+07:00,25.44,m     , O
VN,450701,HH,M,2004-01-23T07:00:00+07:00,25.44,m     , O
VN,450701,HH,M,2004-01-24T07:00:00+07:00,25.42,m     , O
VN,450701,HH,M,2004-01-25T07:00:00+07:00,25.42,m     , O
VN,450701,HH,M,2004-01-26T07:00:00+07:00,25.42,m     , O
VN,450701,HH,M,2004-01-27T07:00:00+07:00,25.41,m     , O
VN,450701,HH,M,2004-01-28T07:00:00+07:00,25.41,m     , O
VN,450701,HH,M,2004-01-29T07:00:00+07:00,25.41,m     , O
VN,450701,HH,M,2004-01-30T07:00:00+07:00,25.4,m     , O
VN,450701,HH,M,2004-01-31T07:00:00+07:00,25.4,m     , O
VN,450701,HH,M,2004-02-01T07:00:00+07:00,25.38,m     , O
VN,450701,HH,M,2004-02-02T07:00:00+07:00,25.38,m     , O
VN,450701,HH,M,2004-02-03T07:00:00+07:00,25.37,m     , O
VN,450701,HH,M,2004-02-04T07:00:00+07:00,25.36,m     , O
VN,450701,HH,M,2004-02-05T07:00:00+07:00,25.36,m     , O
VN,450701,HH,M,2004-02-06T07:00:00+07:00,25.35,m     , O
VN,450701,HH,M,2004-02-07T07:00:00+07:00,25.34,m     , O
VN,450701,HH,M,2004-02-08T07:00:00+07:00,25.34,m     , O
VN,450701,HH,M,2004-02-09T07:00:00+07:00,25.33,m     , O
VN,450701,HH,M,2004-02-10T07:00:00+07:00,25.32,m     , E
VN,450701,HH,M,2004-02-11T07:00:00+07:00,25.31,m     , O
VN,450701,HH,M,2004-02-12T07:00:00+07:00,25.3,m     , O
VN,450701,HH,M,2004-02-13T07:00:00+07:00,25.29,m     , E
VN,450701,HH,M,2004-02-14T07:00:00+07:00,25.28,m     , O
VN,450701,HH,M,2004-02-15T07:00:00+07:00,25.27,m     , O
VN,450701,HH,M,2004-02-16T07:00:00+07:00,25.26,m     , O
